"","read_nai1","read_nai2","read_nai3","read_eff1","read_eff2","read_tem1","read_tem2","read_tcm1","read_tcm2"
"union_peak_29130",1.344845321,1.731161409,2.092725982,0.282490885,0.15962884,0.026276072,0.081225374,0.186996373,0.125040651
"union_peak_29139",0.140331686,0.364029268,0.127605243,0.623834039,0.417490812,0.400710096,0.426433213,0.768762867,0.85444445
"union_peak_29156",0.280663371,0.355939729,0.212675405,2.295238444,2.517224014,2.312294324,2.517986589,1.464804922,1.615108412
"union_peak_29160",0.771824271,1.051640108,0.978306861,0.258949978,0.331536821,0.085397234,0.142144404,0.51943437,0.333441737
"union_peak_29164",0.058471536,0.032358157,0.034028065,0.85924311,0.699911067,0.702884922,0.771641051,0.332437996,0.458482388
"union_peak_29165",0.046777229,0.072805854,0.025521049,0.706227214,0.356095104,0.696315904,0.863019597,0.259717185,0.114620597
"union_peak_29166",0.537938128,0.291223415,0.229689437,1.02402946,1.019168747,2.29258727,2.446914387,1.298585924,1.542168032
"union_peak_29170",0.233886143,0.137522168,0.204168388,0.706227214,0.7981442,1.018197785,0.731028365,0.47787962,0.614783202
"union_peak_29172",0.222191836,0.355939729,0.510420971,1.353602159,1.178797587,0.906524479,1.127002062,0.872649741,0.604363148
"union_peak_29176",0.678269814,0.614804986,0.459378874,1.789108941,1.854150371,2.240035126,1.594047961,1.163532988,0.948224939
"union_peak_29178",0.584715357,0.655252683,0.544449036,1.600781684,1.387542993,1.87217012,2.4063017,1.163532988,0.906544722
"union_peak_29227",0.73674135,1.237699512,1.063377023,0.670915853,0.356095104,0.341588934,0.375667354,0.363604059,0.29176152
"union_peak_29232",0.105248764,0.153701247,0.059549113,1.483077149,1.20335587,0.302174826,0.29444198,1.329751986,1.167046078
"union_peak_29235",1.485177007,1.367132141,1.318587509,0.258949978,0.282420255,0.131380359,0.142144404,0.581766494,0.406382117
"union_peak_29253",0.1637203,0.137522168,0.059549113,1.800879395,1.952383504,1.760496815,1.502669416,1.028480052,1.031585373
"union_peak_29264",1.110959178,0.825133008,0.961292829,0.447277235,0.491165661,0.328450898,0.314748324,0.47787962,0.395962062
"union_peak_29275",0.549632435,0.485372358,0.280731534,2.589499783,2.296199466,2.194052001,2.223544609,1.776465544,1.875609769
"union_peak_29286",0.152025993,0.23459664,0.272224518,0.918095378,0.847260766,0.584642599,0.710722021,0.373992746,0.375121954
"union_peak_29287",1.964643599,1.747340487,1.871543561,1.035799913,0.88409819,0.722591976,0.568577617,0.976536615,1.21914635
"union_peak_29293",2.128363899,2.143727913,2.203317192,1.506618056,1.448938701,0.525521437,0.436586384,1.662189982,1.615108412
"union_peak_29300",0.046777229,0.072805854,0.025521049,3.119170193,3.253972506,2.469950755,2.264157296,0.540211744,0.78150407
"union_peak_29305",0.584715357,0.525820054,0.450871858,0.706227214,0.982331323,1.188992252,1.258993294,2.430952849,2.042330637
"union_peak_29342",0.24558045,0.266954797,0.204168388,0.600293132,0.626236218,0.545228491,0.568577617,0.997313989,1.208726295
"union_peak_29381",0.713352735,1.075908726,1.00382791,3.425201986,2.713690278,4.670571774,3.878511601,2.524451036,2.302831994
"union_peak_29390",1.391622549,0.655252683,0.586984117,0.070622721,0.098233132,0.013138036,0.071072202,0.103886874,0.14588076
"union_peak_29391",2.724773563,1.205341355,1.548276946,0.470818142,0.368374246,0.729160994,0.954398143,1.101200863,1.583848249
"union_peak_29400",1.075876257,0.525820054,0.612505165,0.094163628,0.122791415,0.091966252,0.142144404,0.228551123,0.270921411
"union_peak_29415",0.140331686,0.097074472,0.025521049,1.200586263,1.080564455,0.223346611,0.263982465,0.249328497,0.156300814
"union_peak_29429",2.81832802,3.219636639,2.900892519,1.141733995,1.117401879,0.906524479,0.842713254,1.558303109,1.250406512
"union_peak_29435",0.152025993,0.2265071,0.102084194,0.800390842,0.945493898,1.090456982,1.228533779,0.664875993,0.437642279
"union_peak_29464",1.999726521,1.156804119,1.012334926,0.411965875,0.429769954,0.35472697,0.355361011,0.696042055,0.448062334
"union_peak_29471",1.415011164,1.02737149,0.893236699,0.3295727,0.184187123,0.131380359,0.111684889,0.290883247,0.29176152
"union_peak_29495",0.210497528,0.299312954,0.280731534,1.082881727,0.933214756,0.45326224,0.538118102,0.457102245,0.364701899
"union_peak_29496",0.116943071,0.016179079,0.017014032,0.564981771,0.896377332,0.762006084,0.852866425,0.384381433,0.375121954
"union_peak_29499",0.3274406,0.995013333,1.020841942,0.282490885,0.208745406,0.137949377,0.23352295,0.135052936,0.041680217
"union_peak_29507",0.923850264,1.051640108,0.71458936,0.400195421,0.294699397,0.308743844,0.162450748,0.488268307,0.364701899
"union_peak_29516",0.315746293,0.194148943,0.119098227,0.976947645,0.749027633,0.867110372,0.934091799,1.527137046,1.958970203
"union_peak_29520",0.432689364,0.493461897,0.255210486,1.694945313,2.222524617,1.116733054,1.228533779,0.758374179,0.78150407
"union_peak_29531",0.830295807,0.970744715,0.918757748,2.059829373,2.529503156,3.10057648,2.853041256,2.233567789,1.729729009
"union_peak_29543",0.08186015,0.186059404,0.187154356,1.271208984,1.473496984,1.609409402,1.492516244,1.090812176,1.375447164
"union_peak_29563",2.210224049,1.941489431,2.016162836,0.49435905,0.749027633,1.097026,1.522975759,2.524451036,2.188211397
"union_peak_29564",1.613814385,1.326684444,1.369629606,4.060806478,4.56784065,4.604881594,4.700918511,4.207418393,4.699444476
"union_peak_29565",0.280663371,0.323581572,0.17864734,1.471306695,1.252472436,1.464891006,1.553435275,1.080423489,1.208726295
"union_peak_29571",0.912155957,1.245789051,1.071884039,0.447277235,0.294699397,0.433555186,0.497505415,0.51943437,0.552262876
"union_peak_29579",0.1637203,0.064716314,0.076563146,0.411965875,0.392932529,1.510874132,1.167614749,1.111589551,1.365027109
"union_peak_29588",0.912155957,0.995013333,0.765631457,0.470818142,0.528003086,0.295605808,0.314748324,0.571377806,0.562682931
"union_peak_29592",0.140331686,0.315492032,0.272224518,2.377631619,2.72596942,1.294096539,0.934091799,0.602543869,0.593943093
"union_peak_29608",1.824311913,1.577460162,1.667375172,0.141245443,0.245582831,0.236484647,0.365514182,1.527137046,1.469227652
"union_peak_29623",0.116943071,0.129432629,0.042535081,3.519365614,3.745138167,4.545760433,3.594222792,1.859575043,1.78182928
"union_peak_29624",0.023388614,0.072805854,0.042535081,0.835702203,0.871819049,0.762006084,0.568577617,0.498656995,0.573102985
"union_peak_29626",1.917866371,1.197251815,1.667375172,0.52967041,0.429769954,0.926231533,0.771641051,1.111589551,1.625528466
"union_peak_29629",0.08186015,0.056626775,0.051042097,0.682686306,1.129681021,0.959076623,1.015317173,0.155830311,0.343861791
"union_peak_29641",1.251290864,1.100177344,0.927264764,0.153015896,0.15962884,0.111673305,0.182757091,0.540211744,0.437642279
"union_peak_29642",0.631492585,0.614804986,0.46788589,1.282979438,1.191076729,0.899955461,0.873172769,2.898443782,2.657113839
"union_peak_29660",0.152025993,0.145611707,0.102084194,2.212845269,2.2470829,2.496226827,2.375842185,1.142755613,1.500487815
"union_peak_29676",1.298068092,1.472296151,1.488727832,0.706227214,0.515723944,0.35472697,0.568577617,0.893427116,0.771084016
"union_peak_29733",1.040793335,1.383311219,1.310080493,6.815092611,7.342926636,5.662493487,4.426782874,3.625651899,4.459783228
"union_peak_29738",0.994016107,1.019281951,0.927264764,3.531136068,3.585509327,3.19911175,3.157636408,1.682967357,1.865189714
"union_peak_29750",0.210497528,0.088984932,0.059549113,1.047570367,0.773585916,1.090456982,0.995010829,0.924593178,0.760663962
"union_peak_29755",0.046777229,0.072805854,0.068056129,0.729768121,0.687631926,0.505814383,0.517811758,0.405158808,0.270921411
"union_peak_29770",1.087570564,1.310505366,1.446192751,0.188327257,0.171907981,0.183932503,0.121838061,0.529823057,0.437642279
"union_peak_29790",0.046777229,0.218417561,0.093577178,0.741538574,0.933214756,0.584642599,0.487352243,0.218162435,0.312601628
"union_peak_29793",0.210497528,0.097074472,0.195661372,1.600781684,0.982331323,1.005059749,0.852866425,0.498656995,0.562682931
"union_peak_29794",0.08186015,0.016179079,0.042535081,0.647374946,0.761306775,0.348157952,0.416280041,0.114275561,0.239661248
"union_peak_29799",0.035082921,0.097074472,0.034028065,1.55369987,1.301589002,0.899955461,0.954398143,0.820706304,0.802344179
"union_peak_29802",0.210497528,0.064716314,0.068056129,2.460024794,2.418990882,1.510874132,1.451903557,1.215476425,0.875284559
"union_peak_29804",0.444383671,0.808953929,0.765631457,2.589499783,2.554061439,1.911584228,2.264157296,0.966147927,0.802344179
"union_peak_29805",0.08186015,0.129432629,0.068056129,1.942124837,1.669963248,1.149578144,0.954398143,0.571377806,0.771084016
"union_peak_29809",0.128637379,0.2265071,0.093577178,0.717997667,0.687631926,0.157656431,0.243676122,0.218162435,0.229241194
"union_peak_29810",0.08186015,0.064716314,0.051042097,0.882784017,0.63851536,0.538659473,0.324901495,0.23893981,0.197981031
"union_peak_29814",1.379928242,0.558178211,0.774138473,0.223638618,0.208745406,0.105104287,0.23352295,0.218162435,0.166720868
"union_peak_29815",1.087570564,1.051640108,0.71458936,0.058852268,0.049116566,0.026276072,0.131991232,0.103886874,0.052100271
"union_peak_29818",1.087570564,1.011192412,1.173968234,0.682686306,0.466607378,0.394141078,0.274135637,0.831094991,0.531422768
"union_peak_29819",1.029099028,1.164893658,1.412164687,0.153015896,0.196466265,0.03284509,0.213216606,0.23893981,0.229241194
"union_peak_29845",1.765840378,1.990026666,1.973627755,0.49435905,0.699911067,0.151087413,0.23352295,0.550600432,0.593943093
"union_peak_29847",1.906172063,2.459219945,2.313908402,0.612063585,0.773585916,1.156147162,1.441750386,1.620635233,1.229566404
"union_peak_29858",1.894477756,1.82823588,1.794980415,0.16478635,0.257861972,0.32188188,0.538118102,0.612932556,0.614783202
"union_peak_29875",1.134347792,1.14062504,1.037855975,0.623834039,0.957773039,0.315312862,0.456892728,0.779151554,0.583523039
"union_peak_29891",3.321183227,3.033577235,3.555932765,0.482588596,0.306978538,0.374434024,0.345207839,1.288197236,1.844349606
"union_peak_29892",1.06418195,0.719968997,0.680561295,0.258949978,0.122791415,0.216777593,0.172603919,0.644098618,0.448062334
"union_peak_29893",0.210497528,0.380208347,0.314759599,1.459536241,1.056006172,1.090456982,1.076236203,0.779151554,0.583523039
"union_peak_29894",0.24558045,0.242686179,0.348787664,2.142222548,2.08745406,2.088947713,2.203238265,1.662189982,1.250406512
"union_peak_29895",0.268969064,0.153701247,0.17864734,0.659145399,0.663073643,0.880248407,0.913785456,0.581766494,0.625203256
"union_peak_29897",0.093554457,0.186059404,0.127605243,0.85924311,0.749027633,0.991921713,0.832560082,0.457102245,0.573102985
"union_peak_29900",0.631492585,0.639073604,0.501913955,2.660122504,2.541782297,2.016688516,1.736192366,1.91151848,1.646368575
"union_peak_29909",0.046777229,0.056626775,0.017014032,0.988718099,1.019168747,1.110164036,1.015317173,0.820706304,0.989905156
"union_peak_29912",0.046777229,0.097074472,0,0.612063585,0.699911067,0.722591976,0.751334708,0.633709931,0.375121954
"union_peak_29913",0.046777229,0.072805854,0.042535081,0.835702203,0.859539907,1.386062791,1.370678183,0.696042055,0.718983745
"union_peak_29914",0.128637379,0.080895393,0.136112259,2.271697537,2.099733202,2.082378695,2.030634346,1.101200863,1.14620597
"union_peak_29930",0.198803221,0.145611707,0.17864734,1.71848622,2.08745406,1.313803593,1.015317173,1.080423489,0.70856369
"union_peak_29949",0.128637379,0.598625908,0.629519198,2.130452094,1.792754664,1.950998336,1.563588446,0.903815803,1.125365861
"union_peak_29958",0.268969064,0.242686179,0.263717502,3.554676975,3.659184176,2.982334157,2.446914387,2.493284974,2.719634165
"union_peak_29960",0.456077978,0.372118808,0.280731534,1.247668077,1.608567541,1.773634851,1.543282103,1.495970984,1.510907869
"union_peak_29977",0.257274757,0.355939729,0.569970084,1.012259006,0.847260766,1.320372611,1.462056729,0.966147927,0.729403799
"union_peak_29978",0.093554457,0.097074472,0.025521049,0.812161296,0.908656473,1.018197785,1.127002062,0.592155181,0.625203256
"union_peak_29996",0.222191836,0.299312954,0.238196453,0.36488406,0.380653387,0.591211617,0.406126869,0.903815803,0.802344179
"union_peak_30010",0.198803221,0.153701247,0.119098227,1.153504449,1.080564455,0.643763761,0.548271273,0.51943437,0.437642279
"union_peak_30013",0.40930075,0.404476965,0.374308712,2.118681641,1.817312947,1.642254492,1.87833677,1.059646114,1.156626024
"union_peak_30016",0.105248764,0.097074472,0.068056129,0.976947645,0.871819049,0.768575102,0.649802991,0.394770121,0.416802171
"union_peak_30017",0.070165843,0.153701247,0.025521049,2.789597494,3.057506241,2.450243701,2.254004124,0.95575924,0.833604342
"union_peak_30019",0.198803221,0.137522168,0.085070162,2.307008898,2.08745406,1.123302072,1.208227436,0.529823057,0.406382117
"union_peak_30042",0.456077978,0.614804986,0.697575327,2.648352051,2.983831392,2.765556564,2.853041256,1.693356045,1.740149063
"union_peak_30059",0.701658428,0.978834255,0.952785813,0.388424967,0.613957077,0.472969294,0.558424445,0.301271934,0.281341465
"union_peak_30081",0.526243821,0.33976065,0.374308712,1.624322591,1.412101276,1.635685474,1.208227436,1.308974611,0.802344179
"union_peak_30098",0.350829214,0.218417561,0.212675405,0.85924311,0.749027633,1.635685474,1.726039194,2.046571416,1.688048792
"union_peak_30099",0.304051986,0.218417561,0.272224518,1.318290799,1.178797587,2.023257534,1.868183598,1.984239292,1.823509497
